,NAME,AGE,TEAM_RANK,POSITION,MATCHES_PLAYED,STARTS,MINUTES,GOALS,ASSISTS,PENALTIES,PEANLTIES_MISSED,YELLOW_CARDS,RED_CARDS,xG,xA,OWN_GOALS,GOALS_CONCEDED,CLEAN_SHEETS,SAVES,POINTS,NEXT_SEASON_POINTS,MINUTES_PER_ASSIST,MINUTES_PER_GOAL,MINUTES_PER_GAME,MINUTES_PER_POINT,MINUTES_PER_XG,MINUTES_PER_XA,xg_diff,xa_diff
1574,hamza choudhury,20,9.0,MF,9,7,595,0,0,0,0,0,0,0.5,0.4,0.0,4.0,4.0,0.0,20.0,35,3510.0,3510.0,66.11111111111111,29.75,1190.0,1487.5,-0.5,-0.4
1575,federico fernandez,29,13.0,DF,19,17,1484,0,1,0,0,2,0,0.2,0.5,0.0,24.0,3.0,0.0,47.0,102,1484.0,3510.0,78.10526315789474,31.574468085106382,7420.0,2968.0,-0.2,0.5
1576,antonio rudiger,25,3.0,DF,33,33,2871,1,0,0,0,7,0,2.5,0.6,0.0,35.0,12.0,0.0,116.0,63,3510.0,2871.0,87.0,24.75,1148.4,4785.0,-1.5,-0.6
1577,jonjo shelvey,26,13.0,MF,16,10,948,1,1,0,0,1,0,0.9,1.7,0.0,13.0,5.0,0.0,39.0,105,948.0,948.0,59.25,24.307692307692307,1053.3333333333333,557.6470588235294,0.09999999999999998,-0.7
1578,danny welbeck,27,5.0,FW,8,1,153,1,1,0,0,0,0,0.8,0.3,0.0,3.0,0.0,0.0,19.0,39,153.0,153.0,19.125,8.052631578947368,191.25,510.0,0.19999999999999996,0.7
1579,andy carroll,29,10.0,FW,12,3,461,0,0,0,0,2,0,2.2,0.4,0.0,7.0,0.0,0.0,12.0,34,3510.0,3510.0,38.416666666666664,38.416666666666664,209.54545454545453,1152.5,-2.2,-0.4
1580,carlos sanchez,32,10.0,MF,7,2,245,0,0,0,0,0,0,0.1,0.1,0.0,4.0,0.0,0.0,9.0,7,3510.0,3510.0,35.0,27.22222222222222,2450.0,2450.0,-0.1,-0.1
1581,declan rice,19,10.0,MF,34,34,3003,2,0,0,0,4,0,1.2,0.4,0.0,47.0,6.0,0.0,92.0,105,3510.0,1501.5,88.32352941176471,32.641304347826086,2502.5,7507.5,0.8,-0.4
1582,dan gosling,28,14.0,MF,25,19,1739,2,1,0,0,8,0,1.9,1.5,0.0,33.0,4.0,0.0,54.0,54,1739.0,869.5,69.56,32.2037037037037,915.2631578947369,1159.3333333333333,0.10000000000000009,-0.5
1584,adam smith,27,14.0,DF,25,25,2066,1,1,0,0,5,1,0.5,0.6,0.0,33.0,8.0,0.0,70.0,49,2066.0,2066.0,82.64,29.514285714285716,4132.0,3443.3333333333335,0.5,0.4
1585,robbie brady,26,15.0,MF,16,6,720,0,1,0,0,3,1,0.6,1.4,0.0,17.0,1.0,0.0,20.0,32,720.0,3510.0,45.0,36.0,1200.0,514.2857142857143,-0.6,-0.3999999999999999
1586,rachid ghezzal,26,9.0,FW,19,8,743,1,0,0,0,3,0,1.4,1.7,0.0,13.0,1.0,0.0,28.0,0,3510.0,743.0,39.10526315789474,26.535714285714285,530.7142857142858,437.05882352941177,-0.3999999999999999,-1.7
1587,eric bailly,24,6.0,DF,12,8,638,0,0,0,0,0,1,0.2,0.0,0.0,13.0,1.0,0.0,16.0,9,3510.0,3510.0,53.166666666666664,39.875,3190.0,35100.0,-0.2,0.0
1588,davy propper,26,17.0,MF,30,30,2546,1,1,0,0,2,0,0.9,1.3,0.0,45.0,4.0,0.0,72.0,78,2546.0,2546.0,84.86666666666666,35.361111111111114,2828.8888888888887,1958.4615384615383,0.09999999999999998,-0.30000000000000004
1589,javier hernandez,30,10.0,FW,25,14,1334,7,1,0,0,2,0,6.6,1.4,0.0,20.0,6.0,0.0,86.0,9,1334.0,190.57142857142858,53.36,15.511627906976743,202.12121212121212,952.8571428571429,0.40000000000000036,-0.3999999999999999
1590,james mcarthur,30,12.0,MF,38,36,3058,3,6,0,0,7,0,4.1,3.3,0.0,49.0,11.0,0.0,121.0,92,509.6666666666667,1019.3333333333334,80.47368421052632,25.272727272727273,745.8536585365854,926.6666666666667,-1.0999999999999996,2.7
1591,andreas christensen,22,3.0,DF,8,6,617,0,0,0,0,1,0,0.0,0.0,0.0,7.0,3.0,0.0,22.0,34,3510.0,3510.0,77.125,28.045454545454547,35100.0,35100.0,0.0,0.0
1592,max meyer,22,12.0,MF,29,15,1416,1,2,0,0,3,0,1.8,1.2,0.0,24.0,6.0,0.0,60.0,23,708.0,1416.0,48.827586206896555,23.6,786.6666666666666,1180.0,-0.8,0.8
1593,mario lemina,24,16.0,MF,21,18,1613,1,1,0,0,5,0,1.1,1.1,0.0,37.0,4.0,0.0,50.0,0,1613.0,1613.0,76.80952380952381,32.26,1466.3636363636363,1466.3636363636363,-0.10000000000000009,-0.10000000000000009
1594,danilo,27,1.0,DF,11,9,807,1,0,0,0,1,0,0.4,0.2,0.0,7.0,4.0,0.0,46.0,0,3510.0,807.0,73.36363636363636,17.543478260869566,2017.5,4035.0,0.6,-0.2
1595,harvey barnes,20,9.0,MF,16,11,1004,1,2,0,0,0,0,3.9,1.7,0.0,16.0,1.0,0.0,43.0,133,502.0,1004.0,62.75,23.348837209302324,257.43589743589746,590.5882352941177,-2.9,0.30000000000000004
1596,luke dreher,19,12.0,FW,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3510.0,3510.0,1.0,1.0,35100.0,35100.0,0.0,0.0
1597,phil bardsley,33,15.0,DF,19,19,1670,0,0,0,0,9,0,0.3,1.1,1.0,27.0,4.0,0.0,33.0,78,3510.0,3510.0,87.89473684210526,50.60606060606061,5566.666666666667,1518.181818181818,-0.3,-1.1
1598,paul pogba,25,6.0,MF,35,34,3006,13,9,7,3,6,0,15.0,4.7,0.0,43.0,8.0,0.0,179.0,51,334.0,231.23076923076923,85.88571428571429,16.793296089385475,200.4,639.5744680851063,-2.0,4.3
1599,asmir begovic,31,14.0,GK,24,24,2160,0,0,0,0,0,0,0.0,0.0,0.0,47.0,5.0,59.0,63.0,0,3510.0,3510.0,90.0,34.285714285714285,35100.0,35100.0,0.0,0.0
1600,dominic calvert-lewin,21,8.0,FW,35,19,1784,6,2,0,0,3,0,5.5,1.4,0.0,26.0,8.0,0.0,92.0,126,892.0,297.3333333333333,50.97142857142857,19.391304347826086,324.3636363636364,1274.2857142857144,0.5,0.6000000000000001
1601,victor wanyama,27,4.0,MF,13,4,516,1,0,0,0,2,0,1.0,0.1,0.0,4.0,3.0,0.0,24.0,1,3510.0,516.0,39.69230769230769,21.5,516.0,5160.0,0.0,-0.1
1602,timothy fosu-mensah,20,19.0,DF,12,10,793,0,0,0,0,3,0,0.1,0.4,1.0,18.0,1.0,0.0,14.0,7,3510.0,3510.0,66.08333333333333,56.642857142857146,7930.0,1982.5,-0.1,-0.4
1603,jack cork,29,15.0,MF,37,37,3312,1,2,0,0,6,0,1.4,2.2,0.0,63.0,8.0,0.0,87.0,70,1656.0,3312.0,89.51351351351352,38.06896551724138,2365.714285714286,1505.4545454545453,-0.3999999999999999,-0.20000000000000018
1604,ben davies,25,4.0,DF,27,20,1844,0,0,0,0,2,0,0.5,2.1,0.0,26.0,6.0,0.0,66.0,41,3510.0,3510.0,68.29629629629629,27.939393939393938,3688.0,878.0952380952381,-0.5,-2.1
1605,alex oxlade-chamberlain,24,2.0,MF,2,0,21,0,0,0,0,0,0,0.5,0.1,0.0,0.0,0.0,0.0,2.0,76,3510.0,3510.0,10.5,10.5,42.0,210.0,-0.5,-0.1
1606,james mccarthy,27,8.0,MF,1,0,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41,3510.0,3510.0,15.0,15.0,35100.0,35100.0,0.0,0.0
1607,diogo dalot,19,6.0,DF,16,12,1013,0,2,0,0,3,0,0.7,2.3,0.0,18.0,1.0,0.0,27.0,4,506.5,3510.0,63.3125,37.51851851851852,1447.1428571428573,440.4347826086957,-0.7,-0.2999999999999998
1608,sadio mane,26,2.0,FW,36,35,3077,22,1,0,0,2,0,15.1,4.5,0.0,21.0,19.0,0.0,231.0,221,3077.0,139.86363636363637,85.47222222222223,13.32034632034632,203.7748344370861,683.7777777777778,6.9,-3.5
1610,diego rico,25,14.0,DF,12,5,612,0,0,0,0,1,0,0.2,1.1,0.0,19.0,0.0,0.0,8.0,84,3510.0,3510.0,51.0,76.5,3060.0,556.3636363636364,-0.2,-1.1
1612,romain saiss,28,7.0,MF,19,12,1149,2,0,0,0,7,0,1.4,0.6,0.0,17.0,3.0,0.0,47.0,103,3510.0,574.5,60.473684210526315,24.4468085106383,820.7142857142858,1915.0,0.6000000000000001,-0.6
1613,tom davies,20,8.0,MF,16,10,980,0,0,0,0,3,0,0.3,0.5,0.0,19.0,2.0,0.0,26.0,59,3510.0,3510.0,61.25,37.69230769230769,3266.666666666667,1960.0,-0.3,-0.5
1614,maya yoshida,29,16.0,DF,17,17,1518,0,1,0,0,0,0,1.9,0.5,0.0,29.0,3.0,0.0,44.0,10,1518.0,3510.0,89.29411764705883,34.5,798.9473684210527,3036.0,-1.9,0.5
1615,kevin de bruyne,27,1.0,MF,19,11,975,2,2,0,0,2,0,1.4,5.7,0.0,3.0,6.0,0.0,59.0,251,487.5,487.5,51.31578947368421,16.52542372881356,696.4285714285714,171.05263157894737,0.6000000000000001,-3.7
1616,wayne hennessey,31,12.0,GK,18,17,1576,0,0,0,0,0,0,0.0,0.0,0.0,26.0,5.0,44.0,67.0,7,3510.0,3510.0,87.55555555555556,23.52238805970149,35100.0,35100.0,0.0,0.0
1617,diogo jota,21,7.0,FW,33,29,2355,9,5,0,0,11,0,8.8,5.3,0.0,29.0,10.0,0.0,139.0,105,471.0,261.6666666666667,71.36363636363636,16.942446043165468,267.6136363636363,444.33962264150944,0.1999999999999993,-0.2999999999999998
1618,alisson,25,2.0,GK,38,38,3420,0,0,0,0,1,0,0.0,0.0,0.0,22.0,21.0,76.0,176.0,122,3510.0,3510.0,90.0,19.431818181818183,35100.0,35100.0,0.0,0.0
1619,morgan gibbs-white,18,7.0,MF,26,5,663,0,1,0,0,1,0,1.1,1.3,0.0,12.0,4.0,0.0,37.0,11,663.0,3510.0,25.5,17.91891891891892,602.7272727272726,510.0,-1.1,-0.30000000000000004
1620,mark travers,19,14.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0.0,5.0,1.0,9.0,9.0,1,3510.0,3510.0,90.0,20.0,35100.0,35100.0,0.0,0.0
1621,jacob murphy,23,13.0,MF,9,3,302,0,1,0,0,0,0,0.1,0.6,0.0,8.0,1.0,0.0,16.0,0,302.0,3510.0,33.55555555555556,18.875,3020.0,503.33333333333337,-0.1,0.4
1622,danny ward,26,18.0,FW,28,8,890,2,0,0,0,0,0,1.2,0.6,0.0,14.0,0.0,0.0,22.0,0,3510.0,445.0,31.785714285714285,40.45454545454545,741.6666666666667,1483.3333333333335,0.8,-0.6
1623,leon balogun,30,17.0,DF,8,5,594,1,0,0,0,2,0,0.1,0.0,0.0,10.0,0.0,0.0,15.0,0,3510.0,594.0,74.25,39.6,5940.0,35100.0,0.9,0.0
1624,jamaal lascelles,24,13.0,DF,32,32,2745,0,1,0,0,4,0,0.6,0.9,0.0,36.0,10.0,0.0,95.0,73,2745.0,3510.0,85.78125,28.894736842105264,4575.0,3050.0,-0.6,0.09999999999999998
1625,jack stephens,24,16.0,DF,24,19,1700,1,0,0,0,4,0,1.0,0.2,0.0,35.0,3.0,0.0,47.0,85,3510.0,1700.0,70.83333333333333,36.170212765957444,1700.0,8500.0,0.0,-0.2
1626,andre gray,27,11.0,FW,29,13,1366,7,2,0,0,2,0,5.0,1.9,0.0,23.0,4.0,0.0,83.0,39,683.0,195.14285714285714,47.10344827586207,16.457831325301203,273.2,718.9473684210527,2.0,0.10000000000000009
1627,charlie daniels,31,14.0,DF,21,17,1585,1,0,0,0,4,0,0.4,0.6,0.0,34.0,4.0,0.0,44.0,3,3510.0,1585.0,75.47619047619048,36.02272727272727,3962.5,2641.666666666667,0.6,-0.6
1628,arthur masuaku,24,10.0,DF,23,19,1759,0,1,0,0,2,0,0.1,0.8,0.0,29.0,4.0,0.0,49.0,26,1759.0,3510.0,76.47826086956522,35.89795918367347,17590.0,2198.75,-0.1,0.19999999999999996
1629,robert snodgrass,30,10.0,MF,33,25,2220,2,5,0,0,10,0,2.3,5.6,0.0,33.0,5.0,0.0,85.0,87,444.0,1110.0,67.27272727272727,26.11764705882353,965.2173913043479,396.42857142857144,-0.2999999999999998,-0.5999999999999996
1630,lucas digne,25,8.0,DF,35,33,2965,4,4,0,0,5,1,1.3,7.1,1.0,38.0,13.0,0.0,158.0,120,741.25,741.25,84.71428571428571,18.765822784810126,2280.7692307692305,417.6056338028169,2.7,-3.0999999999999996
1631,ilkay gundogan,27,1.0,MF,31,23,2137,6,3,0,0,3,0,4.1,4.3,0.0,15.0,13.0,0.0,113.0,65,712.3333333333334,356.1666666666667,68.93548387096774,18.911504424778762,521.219512195122,496.9767441860465,1.9000000000000004,-1.2999999999999998
1632,joe hart,31,15.0,GK,19,19,1710,0,0,0,0,0,0,0.0,0.1,0.0,41.0,4.0,77.0,69.0,0,3510.0,3510.0,90.0,24.782608695652176,35100.0,17100.0,0.0,-0.1
1633,simon francis,33,14.0,DF,17,13,1229,0,2,0,0,1,0,0.1,0.6,0.0,24.0,4.0,0.0,40.0,16,614.5,3510.0,72.29411764705883,30.725,12290.0,2048.3333333333335,-0.1,1.4
1634,john stones,24,1.0,DF,24,20,1764,0,0,0,0,1,0,0.3,0.2,0.0,15.0,9.0,0.0,83.0,34,3510.0,3510.0,73.5,21.253012048192772,5880.0,8820.0,-0.3,-0.2
1635,troy deeney,30,11.0,FW,32,28,2545,9,5,1,0,4,1,9.5,4.6,0.0,44.0,5.0,0.0,116.0,109,509.0,282.77777777777777,79.53125,21.939655172413794,267.89473684210526,553.2608695652175,-0.5,0.40000000000000036
1636,stuart armstrong,26,16.0,MF,29,16,1432,3,2,0,0,2,0,2.0,1.5,0.0,26.0,5.0,0.0,75.0,98,716.0,477.3333333333333,49.37931034482759,19.093333333333334,716.0,954.6666666666666,1.0,0.5
1637,cedric soares,26,16.0,DF,18,16,1495,1,2,0,0,4,0,0.3,1.0,0.0,31.0,4.0,0.0,52.0,61,747.5,1495.0,83.05555555555556,28.75,4983.333333333334,1495.0,0.7,1.0
1638,callum wilson,26,14.0,FW,30,29,2528,14,9,1,1,3,0,13.4,5.4,0.0,47.0,9.0,0.0,168.0,116,280.8888888888889,180.57142857142858,84.26666666666667,15.047619047619047,188.65671641791045,468.1481481481481,0.5999999999999996,3.5999999999999996
1639,ciaran clark,28,13.0,DF,11,9,858,3,0,0,0,1,0,0.5,0.1,0.0,15.0,2.0,0.0,42.0,49,3510.0,286.0,78.0,20.428571428571427,1716.0,8580.0,2.5,-0.1
1640,victor lindelof,24,6.0,DF,30,29,2601,1,1,0,0,1,0,0.7,1.2,1.0,40.0,6.0,0.0,85.0,116,2601.0,2601.0,86.7,30.6,3715.714285714286,2167.5,0.30000000000000004,-0.19999999999999996
1641,david luiz,31,3.0,DF,36,36,3238,3,2,0,0,3,0,2.6,2.9,0.0,36.0,16.0,0.0,164.0,94,1619.0,1079.3333333333333,89.94444444444444,19.74390243902439,1245.3846153846152,1116.5517241379312,0.3999999999999999,-0.8999999999999999
1642,nicolas otamendi,30,1.0,DF,18,14,1236,0,0,0,0,1,0,1.3,0.2,0.0,7.0,9.0,0.0,70.0,82,3510.0,3510.0,68.66666666666667,17.65714285714286,950.7692307692307,6180.0,-1.3,-0.2
1643,joshua king,26,14.0,FW,35,34,2961,12,3,5,1,3,0,13.5,3.8,0.0,57.0,10.0,0.0,141.0,99,987.0,246.75,84.6,21.0,219.33333333333334,779.2105263157895,-1.5,-0.7999999999999998
1644,ben mee,28,15.0,DF,38,38,3420,0,2,0,0,9,0,1.6,1.1,2.0,68.0,8.0,0.0,81.0,110,1710.0,3510.0,90.0,42.22222222222222,2137.5,3109.090909090909,-1.6,0.8999999999999999
1645,alireza jahanbakhsh,24,17.0,FW,19,12,1020,0,0,0,0,2,0,0.8,0.2,0.0,16.0,5.0,0.0,33.0,28,3510.0,3510.0,53.68421052631579,30.90909090909091,1275.0,5100.0,-0.8,-0.2
1646,sebastian prodl,31,11.0,DF,1,0,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3510.0,3510.0,13.0,13.0,35100.0,35100.0,0.0,0.0
1647,leroy sane,22,1.0,FW,31,21,1867,10,10,0,0,1,0,6.7,7.4,0.0,14.0,9.0,0.0,156.0,1,186.7,186.7,60.225806451612904,11.967948717948717,278.65671641791045,252.2972972972973,3.3,2.5999999999999996
1648,alex iwobi,22,5.0,FW,35,22,1970,3,6,0,0,0,0,3.5,7.0,0.0,32.0,4.0,0.0,99.0,52,328.3333333333333,656.6666666666666,56.285714285714285,19.8989898989899,562.8571428571429,281.42857142857144,-0.5,-1.0
1649,scott dann,31,12.0,DF,10,7,663,0,1,0,0,1,0,0.2,0.7,0.0,10.0,2.0,0.0,23.0,51,663.0,3510.0,66.3,28.82608695652174,3315.0,947.1428571428572,-0.2,0.30000000000000004
1650,matthew lowton,29,15.0,DF,21,19,1750,0,0,0,0,7,0,0.6,0.7,0.0,41.0,4.0,0.0,34.0,48,3510.0,3510.0,83.33333333333333,51.470588235294116,2916.666666666667,2500.0,-0.6,-0.7
1651,oriol romeu,26,16.0,MF,31,25,2136,1,0,0,0,11,0,0.9,1.0,0.0,37.0,6.0,0.0,55.0,51,3510.0,2136.0,68.90322580645162,38.836363636363636,2373.3333333333335,2136.0,0.09999999999999998,-1.0
1652,christian eriksen,26,4.0,MF,35,30,2774,8,12,0,0,3,0,5.4,7.4,0.0,37.0,8.0,0.0,161.0,48,231.16666666666666,346.75,79.25714285714285,17.229813664596275,513.7037037037037,374.86486486486484,2.5999999999999996,4.6
1653,richarlison,21,8.0,FW,35,32,2665,13,1,0,0,5,1,9.4,2.0,0.0,36.0,11.0,0.0,153.0,165,2665.0,205.0,76.14285714285714,17.41830065359477,283.51063829787233,1332.5,3.5999999999999996,-1.0
1654,marko arnautovic,29,10.0,FW,28,24,1990,10,4,1,0,3,0,8.9,4.4,0.0,34.0,4.0,0.0,117.0,0,497.5,199.0,71.07142857142857,17.00854700854701,223.59550561797752,452.27272727272725,1.0999999999999996,-0.40000000000000036
1655,ben gibson,25,15.0,DF,1,1,62,1,0,0,0,1,0,0.7,0.0,0.0,3.0,0.0,0.0,6.0,0,3510.0,62.0,62.0,10.333333333333334,88.57142857142858,35100.0,0.30000000000000004,0.0
1656,adam masina,24,11.0,DF,14,11,1004,0,1,0,0,5,0,0.1,0.8,0.0,20.0,2.0,0.0,26.0,66,1004.0,3510.0,71.71428571428571,38.61538461538461,10040.0,1255.0,-0.1,0.19999999999999996
1657,martin montoya,27,17.0,DF,25,24,2167,0,1,0,0,4,0,0.2,1.2,0.0,41.0,3.0,0.0,45.0,62,2167.0,3510.0,86.68,48.15555555555556,10835.0,1805.8333333333335,-0.2,-0.19999999999999996
1658,oliver skipp,17,4.0,MF,8,2,220,0,0,0,0,0,0,0.1,0.0,0.0,1.0,2.0,0.0,12.0,7,3510.0,3510.0,27.5,18.333333333333332,2200.0,35100.0,-0.1,0.0
1660,demarai gray,22,9.0,FW,34,23,1985,4,1,0,0,2,0,4.5,1.3,0.0,29.0,6.0,0.0,84.0,44,1985.0,496.25,58.38235294117647,23.63095238095238,441.1111111111111,1526.923076923077,-0.5,-0.30000000000000004
1661,michel vorm,34,4.0,GK,2,2,180,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,9.0,5.0,0,3510.0,3510.0,90.0,36.0,35100.0,35100.0,0.0,0.0
1662,moussa sissoko,28,4.0,MF,29,27,2330,0,3,0,0,2,0,0.9,2.5,0.0,28.0,11.0,0.0,76.0,69,776.6666666666666,3510.0,80.34482758620689,30.657894736842106,2588.8888888888887,932.0,-0.9,0.5
1663,kenedy,22,13.0,MF,25,14,1348,1,1,0,1,1,0,2.2,0.7,0.0,18.0,6.0,0.0,50.0,0,1348.0,1348.0,53.92,26.96,612.7272727272726,1925.7142857142858,-1.2000000000000002,0.30000000000000004
1664,virgil van dijk,27,2.0,DF,38,38,3384,4,2,0,0,1,0,3.1,1.4,0.0,22.0,20.0,0.0,208.0,178,1692.0,846.0,89.05263157894737,16.26923076923077,1091.6129032258063,2417.1428571428573,0.8999999999999999,0.6000000000000001
1665,jeff hendrick,26,15.0,MF,32,25,2063,3,0,0,0,4,0,1.8,0.8,0.0,44.0,4.0,0.0,73.0,67,3510.0,687.6666666666666,64.46875,28.26027397260274,1146.111111111111,2578.75,1.2,-0.8
1666,joel ward,28,12.0,DF,7,6,552,1,0,0,0,1,0,0.6,0.1,0.0,14.0,0.0,0.0,13.0,77,3510.0,552.0,78.85714285714286,42.46153846153846,920.0,5520.0,0.4,-0.1
1667,sam surridge,20,14.0,MF,2,0,13,0,0,0,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,4,3510.0,3510.0,6.5,6.5,43.333333333333336,35100.0,-0.3,0.0
1668,ruben loftus-cheek,22,3.0,MF,24,6,998,6,2,0,0,0,0,2.8,0.8,0.0,9.0,5.0,0.0,79.0,12,499.0,166.33333333333334,41.583333333333336,12.632911392405063,356.42857142857144,1247.5,3.2,1.2
1669,kasper schmeichel,31,9.0,GK,38,38,3420,0,0,0,0,3,0,0.1,0.4,0.0,48.0,10.0,90.0,120.0,156,3510.0,3510.0,90.0,28.5,34200.0,8550.0,-0.1,-0.4
1670,jamie vardy,31,9.0,FW,34,30,2726,18,4,4,1,3,1,18.3,5.1,0.0,36.0,11.0,0.0,174.0,210,681.5,151.44444444444446,80.17647058823529,15.666666666666666,148.96174863387978,534.5098039215686,-0.3000000000000007,-1.0999999999999996
1671,luke amos,21,4.0,MF,1,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3510.0,3510.0,3.0,3.0,35100.0,35100.0,0.0,0.0
1672,riyad mahrez,27,1.0,FW,27,14,1343,7,4,0,1,0,0,5.5,4.6,0.0,9.0,4.0,0.0,102.0,175,335.75,191.85714285714286,49.74074074074074,13.166666666666666,244.1818181818182,291.95652173913044,1.5,-0.5999999999999996
1673,youri tielemans,21,9.0,MF,13,13,1086,3,4,0,0,2,0,1.8,2.5,0.0,14.0,3.0,0.0,63.0,117,271.5,362.0,83.53846153846153,17.238095238095237,603.3333333333334,434.4,1.2,1.5
1674,rob holding,22,5.0,DF,10,9,807,0,0,0,0,1,0,0.1,0.2,0.0,10.0,1.0,0.0,24.0,16,3510.0,3510.0,80.7,33.625,8070.0,4035.0,-0.1,-0.2
1675,toby alderweireld,29,4.0,DF,34,33,2922,0,0,0,0,3,0,1.1,0.6,1.0,31.0,12.0,0.0,107.0,97,3510.0,3510.0,85.94117647058823,27.30841121495327,2656.363636363636,4870.0,-1.1,-0.6
1676,christian benteke,27,12.0,FW,16,9,814,1,1,0,0,1,0,3.4,0.8,0.0,13.0,3.0,0.0,33.0,42,814.0,814.0,50.875,24.666666666666668,239.41176470588235,1017.5,-2.4,0.19999999999999996
1677,ivan cavaleiro,24,7.0,FW,23,6,693,3,1,0,0,1,0,2.2,1.5,0.0,11.0,1.0,0.0,48.0,0,693.0,231.0,30.130434782608695,14.4375,315.0,462.0,0.7999999999999998,-0.5
1678,beram kayal,30,17.0,MF,18,9,940,1,1,0,0,4,0,0.4,1.1,0.0,17.0,4.0,0.0,36.0,0,940.0,940.0,52.22222222222222,26.11111111111111,2350.0,854.5454545454545,0.6,-0.10000000000000009
1679,tom cleverley,28,11.0,MF,13,4,478,1,0,0,0,2,0,0.2,0.1,0.0,7.0,3.0,0.0,25.0,33,3510.0,478.0,36.76923076923077,19.12,2390.0,4780.0,0.8,-0.1
1680,oumar niasse,28,13.0,FW,18,12,994,0,0,0,0,0,0,3.9,0.8,0.0,26.0,10.0,0.0,60.0,3,3510.0,3510.0,55.22222222222222,16.566666666666666,254.8717948717949,1242.5,-3.9,-0.8
1681,shane duffy,26,17.0,DF,35,35,3087,5,1,0,0,4,1,3.1,0.3,0.0,55.0,7.0,0.0,115.0,44,3087.0,617.4,88.2,26.843478260869563,995.8064516129032,10290.0,1.9,0.7
1682,marcos rojo,28,6.0,DF,5,2,212,0,0,0,0,2,0,0.2,0.0,1.0,5.0,0.0,0.0,2.0,3,3510.0,3510.0,42.4,106.0,1060.0,35100.0,-0.2,0.0
1683,olivier giroud,31,3.0,FW,27,7,847,2,4,0,0,1,0,4.6,2.2,0.0,5.0,6.0,0.0,55.0,68,211.75,423.5,31.37037037037037,15.4,184.13043478260872,384.99999999999994,-2.5999999999999996,1.7999999999999998
1684,kurt zouma,23,8.0,DF,32,29,2612,2,2,0,0,4,1,1.5,0.4,0.0,39.0,10.0,0.0,112.0,62,1306.0,1306.0,81.625,23.321428571428573,1741.3333333333333,6530.0,0.5,1.6
1685,deandre yedlin,25,13.0,DF,29,28,2473,1,2,0,0,6,1,1.2,2.0,1.0,41.0,5.0,0.0,63.0,26,1236.5,2473.0,85.27586206896552,39.25396825396825,2060.8333333333335,1236.5,-0.19999999999999996,0.0
1686,serge aurier,25,4.0,DF,8,6,564,0,2,0,0,1,0,0.1,1.0,0.0,9.0,2.0,0.0,24.0,124,282.0,3510.0,70.5,23.5,5640.0,564.0,-0.1,1.0
1687,yan valery,19,16.0,DF,23,20,1712,2,1,0,0,4,1,0.7,0.2,0.0,30.0,3.0,0.0,54.0,18,1712.0,856.0,74.43478260869566,31.703703703703702,2445.714285714286,8560.0,1.3,0.8
1688,nampalys mendy,26,9.0,MF,31,23,2092,0,0,0,0,5,0,0.1,0.2,0.0,29.0,7.0,0.0,58.0,11,3510.0,3510.0,67.48387096774194,36.06896551724138,20920.0,10460.0,-0.1,-0.2
1689,matt targett,22,16.0,DF,16,13,1186,1,3,0,0,2,0,0.5,2.3,0.0,25.0,0.0,0.0,36.0,80,395.3333333333333,1186.0,74.125,32.94444444444444,2372.0,515.6521739130435,0.5,0.7000000000000002
1690,lucas torreira,22,5.0,MF,34,24,2382,2,2,0,0,7,1,1.5,1.2,0.0,38.0,5.0,0.0,78.0,46,1191.0,1191.0,70.05882352941177,30.53846153846154,1588.0,1985.0,0.5,0.8
1691,bukayo saka,16,5.0,FW,1,0,8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,3510.0,3510.0,8.0,8.0,35100.0,35100.0,0.0,0.0
1692,paul dummett,26,13.0,DF,26,21,1990,0,0,0,0,1,0,0.3,0.7,0.0,27.0,7.0,0.0,67.0,44,3510.0,3510.0,76.53846153846153,29.70149253731343,6633.333333333334,2842.857142857143,-0.3,-0.7
1693,calum chambers,23,19.0,MF,31,29,2588,2,0,0,0,9,0,2.3,0.9,0.0,52.0,5.0,0.0,60.0,42,3510.0,1294.0,83.48387096774194,43.13333333333333,1125.217391304348,2875.5555555555557,-0.2999999999999998,-0.9
1694,miguel almiron,24,13.0,MF,10,9,759,0,0,0,0,0,0,1.5,0.6,0.0,11.0,3.0,0.0,28.0,109,3510.0,3510.0,75.9,27.107142857142858,506.0,1265.0,-1.5,-0.6
1695,jefferson lerma,23,14.0,MF,30,29,2506,2,0,0,0,12,0,1.3,1.1,1.0,49.0,9.0,0.0,75.0,65,3510.0,1253.0,83.53333333333333,33.413333333333334,1927.6923076923076,2278.181818181818,0.7,-1.1
1696,pablo zabaleta,33,10.0,DF,26,23,2092,0,1,0,0,4,0,0.2,1.0,0.0,35.0,4.0,0.0,56.0,10,2092.0,3510.0,80.46153846153847,37.357142857142854,10460.0,2092.0,-0.2,0.0
